label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
Sigil,523,1253,178,198,1092790_20260427004947_1.png,2560,1600
Attack,1394,1243,110,226,1092790_20260427004947_1.png,2560,1600
Attack,899,1253,120,216,1092790_20260427004947_1.png,2560,1600
Attack,407,1256,103,223,1092790_20260427004947_1.png,2560,1600
label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
Card,1346,174,437,577,1092790_20260427005258_1.png,2560,1600
Card,1846,811,459,668,1092790_20260427005258_1.png,2560,1600
Card,894,801,439,673,1092790_20260427005258_1.png,2560,1600
Card,402,809,442,670,1092790_20260427005258_1.png,2560,1600
Health,1625,560,118,151,1092790_20260427005258_1.png,2560,1600
Health,2179,1253,123,178,1092790_20260427005258_1.png,2560,1600
Health,1165,1258,128,173,1092790_20260427005258_1.png,2560,1600
Health,719,1263,115,176,1092790_20260427005258_1.png,2560,1600
Sigil,1999,1273,181,156,1092790_20260427005258_1.png,2560,1600
Sigil,975,1278,181,146,1092790_20260427005258_1.png,2560,1600
Sigil,538,1266,166,178,1092790_20260427005258_1.png,2560,1600
Attack,417,1258,115,211,1092790_20260427005258_1.png,2560,1600
Attack,1881,1256,108,203,1092790_20260427005258_1.png,2560,1600
Health,2117,550,113,163,1092790_20260427005651_1.png,2560,1600
Health,1625,555,123,156,1092790_20260427005651_1.png,2560,1600
Health,1690,1253,108,186,1092790_20260427005651_1.png,2560,1600
Health,1206,1253,110,186,1092790_20260427005651_1.png,2560,1600
Health,711,1251,123,193,1092790_20260427005651_1.png,2560,1600
Health,749,550,115,166,1092790_20260427005651_1.png,2560,1600
Health,1206,555,110,161,1092790_20260427005651_1.png,2560,1600
Sigil,1943,550,173,166,1092790_20260427005651_1.png,2560,1600
Sigil,1509,1261,176,186,1092790_20260427005651_1.png,2560,1600
Sigil,1050,555,151,161,1092790_20260427005651_1.png,2560,1600
Sigil,1030,1263,161,178,1092790_20260427005651_1.png,2560,1600
Sigil,533,1248,183,181,1092790_20260427005651_1.png,2560,1600
Sigil,581,558,156,153,1092790_20260427005651_1.png,2560,1600
Attack,1838,545,110,188,1092790_20260427005651_1.png,2560,1600
Attack,902,1248,115,208,1092790_20260427005651_1.png,2560,1600
Attack,1401,1243,100,218,1092790_20260427005651_1.png,2560,1600
Attack,934,550,108,181,1092790_20260427005651_1.png,2560,1600
Attack,468,548,110,191,1092790_20260427005651_1.png,2560,1600
Attack,405,1248,118,216,1092790_20260427005651_1.png,2560,1600
Card,392,806,449,675,1092790_20260427005651_1.png,2560,1600
Card,882,806,454,673,1092790_20260427005651_1.png,2560,1600
Card,1366,811,449,670,1092790_20260427005651_1.png,2560,1600
Card,1808,169,432,567,1092790_20260427005651_1.png,2560,1600
Card,1361,179,414,570,1092790_20260427005651_1.png,2560,1600
Card,914,176,412,575,1092790_20260427005651_1.png,2560,1600
Card,453,169,424,582,1092790_20260427005651_1.png,2560,1600
Card,917,169,412,587,1092790_20260427005944_1.png,2560,1600
Card,1361,174,414,572,1092790_20260427005944_1.png,2560,1600
Card,889,811,439,665,1092790_20260427005944_1.png,2560,1600
Card,1361,809,447,670,1092790_20260427005944_1.png,2560,1600
Card,1836,809,472,670,1092790_20260427005944_1.png,2560,1600
Health,1196,1248,128,191,1092790_20260427005944_1.png,2560,1600
Health,1680,1245,128,198,1092790_20260427005944_1.png,2560,1600
Health,2174,1243,128,196,1092790_20260427005944_1.png,2560,1600
Health,1660,555,108,156,1092790_20260427005944_1.png,2560,1600
Health,1208,548,110,173,1092790_20260427005944_1.png,2560,1600
Sigil,1509,1253,181,186,1092790_20260427005944_1.png,2560,1600
Sigil,1015,1261,178,176,1092790_20260427005944_1.png,2560,1600
Sigil,1557,550,123,120,1092790_20260427005944_1.png,2560,1600
Sigil,1472,621,131,105,1092790_20260427005944_1.png,2560,1600
Sigil,1098,550,131,108,1092790_20260427005944_1.png,2560,1600
Sigil,1007,611,136,113,1092790_20260427005944_1.png,2560,1600
Attack,1881,1248,120,221,1092790_20260427005944_1.png,2560,1600
Attack,1384,550,103,203,1092790_20260427005944_1.png,2560,1600
Attack,1386,1245,115,218,1092790_20260427005944_1.png,2560,1600
Attack,932,553,100,193,1092790_20260427005944_1.png,2560,1600
Attack,904,1245,110,228,1092790_20260427005944_1.png,2560,1600
Attack,1886,1253,113,213,1092790_20260427010019_1.png,2560,1600
Health,2172,1248,120,196,1092790_20260427010019_1.png,2560,1600
Health,1692,1253,120,191,1092790_20260427010019_1.png,2560,1600
Health,1206,553,113,166,1092790_20260427010019_1.png,2560,1600
Health,1190,1248,125,193,1092790_20260427010019_1.png,2560,1600
Health,714,1253,115,186,1092790_20260427010019_1.png,2560,1600
Health,759,560,110,166,1092790_20260427010019_1.png,2560,1600
Sigil,1047,558,158,153,1092790_20260427010019_1.png,2560,1600
Sigil,1517,1258,176,191,1092790_20260427010019_1.png,2560,1600
Sigil,1015,1261,186,178,1092790_20260427010019_1.png,2560,1600
Sigil,515,1266,203,158,1092790_20260427010019_1.png,2560,1600
Sigil,588,558,163,156,1092790_20260427010019_1.png,2560,1600
Attack,1399,1253,110,221,1092790_20260427010019_1.png,2560,1600
Attack,907,1253,110,211,1092790_20260427010019_1.png,2560,1600
Attack,410,1248,105,216,1092790_20260427010019_1.png,2560,1600
Attack,929,553,103,186,1092790_20260427010019_1.png,2560,1600
Attack,468,548,123,196,1092790_20260427010019_1.png,2560,1600
Card,1848,816,459,660,1092790_20260427010019_1.png,2560,1600
Card,1371,794,449,688,1092790_20260427010019_1.png,2560,1600
Card,882,804,447,675,1092790_20260427010019_1.png,2560,1600
Card,912,171,414,587,1092790_20260427010019_1.png,2560,1600
Card,455,174,429,582,1092790_20260427010019_1.png,2560,1600
Card,395,811,449,668,1092790_20260427010019_1.png,2560,1600
Card,884,804,452,683,1092790_20260427010325_1.png,2560,1600
Health,1201,1248,123,191,1092790_20260427010325_1.png,2560,1600
Sigil,1030,1256,163,193,1092790_20260427010325_1.png,2560,1600
Attack,894,1248,120,228,1092790_20260427010325_1.png,2560,1600
Card,884,809,444,673,1092790_20260427010659_1.png,2560,1600
Card,1371,806,452,678,1092790_20260427010659_1.png,2560,1600
Card,1361,166,412,582,1092790_20260427010659_1.png,2560,1600
Card,912,169,422,587,1092790_20260427010659_1.png,2560,1600
Health,1201,1245,123,193,1092790_20260427010659_1.png,2560,1600
Health,1687,1248,125,196,1092790_20260427010659_1.png,2560,1600
Health,1655,553,123,163,1092790_20260427010659_1.png,2560,1600
Health,1206,550,110,166,1092790_20260427010659_1.png,2560,1600
Sigil,1035,565,166,128,1092790_20260427010659_1.png,2560,1600
Sigil,1022,1266,173,156,1092790_20260427010659_1.png,2560,1600
Attack,1386,558,100,183,1092790_20260427010659_1.png,2560,1600
Attack,1396,1248,105,228,1092790_20260427010659_1.png,2560,1600
Attack,912,1248,98,218,1092790_20260427010659_1.png,2560,1600
Attack,932,550,98,188,1092790_20260427010659_1.png,2560,1600
Attack,907,1251,105,211,1092790_20260427010859_1.png,2560,1600
Health,1201,1253,113,191,1092790_20260427010859_1.png,2560,1600
Sigil,1020,1268,181,171,1092790_20260427010859_1.png,2560,1600
Card,882,809,454,673,1092790_20260427010859_1.png,2560,1600
Attack,1391,1248,123,211,1092790_20260427010927_1.png,2560,1600
Health,1690,1248,123,188,1092790_20260427010927_1.png,2560,1600
Health,1660,553,103,158,1092790_20260427010927_1.png,2560,1600
Sigil,1552,558,123,108,1092790_20260427010927_1.png,2560,1600
Sigil,1467,613,120,108,1092790_20260427010927_1.png,2560,1600
Attack,1376,545,105,198,1092790_20260427010927_1.png,2560,1600
Card,1359,171,424,587,1092790_20260427010927_1.png,2560,1600
Card,1369,806,464,678,1092790_20260427010927_1.png,2560,1600
Card,894,799,452,680,1092790_20260427011219_1.png,2560,1600
Health,1203,1258,118,186,1092790_20260427011219_1.png,2560,1600
Sigil,1020,1243,176,191,1092790_20260427011219_1.png,2560,1600
Attack,902,1248,110,226,1092790_20260427011219_1.png,2560,1600
Attack,1401,1253,110,213,1092790_20260427011618_1.png,2560,1600
Health,2144,1258,125,186,1092790_20260427011618_1.png,2560,1600
Health,1690,1248,113,198,1092790_20260427011618_1.png,2560,1600
Health,1201,1251,120,193,1092790_20260427011618_1.png,2560,1600
Sigil,1020,1258,171,178,1092790_20260427011618_1.png,2560,1600
Sigil,1517,1261,168,166,1092790_20260427011618_1.png,2560,1600
Attack,902,1245,108,223,1092790_20260427011618_1.png,2560,1600
Card,889,809,449,680,1092790_20260427011618_1.png,2560,1600
Card,1371,806,429,678,1092790_20260427011618_1.png,2560,1600
Card,1825,801,484,673,1092790_20260427011618_1.png,2560,1600
Health,2144,1256,128,188,1092790_20260427011902_1.png,2560,1600
Health,1697,1256,110,186,1092790_20260427011902_1.png,2560,1600
Health,1203,1253,118,186,1092790_20260427011902_1.png,2560,1600
Health,1206,553,118,171,1092790_20260427011902_1.png,2560,1600
Health,739,533,123,188,1092790_20260427011902_1.png,2560,1600
Health,711,1248,123,203,1092790_20260427011902_1.png,2560,1600
Sigil,538,1261,166,183,1092790_20260427011902_1.png,2560,1600
Sigil,1015,1256,186,183,1092790_20260427011902_1.png,2560,1600
Sigil,1512,1258,178,176,1092790_20260427011902_1.png,2560,1600
Sigil,563,538,181,168,1092790_20260427011902_1.png,2560,1600
Attack,929,555,113,183,1092790_20260427011902_1.png,2560,1600
Attack,1391,1245,120,213,1092790_20260427011902_1.png,2560,1600
Attack,448,535,110,196,1092790_20260427011902_1.png,2560,1600
Attack,412,1248,110,231,1092790_20260427011902_1.png,2560,1600
Attack,899,1248,110,223,1092790_20260427011902_1.png,2560,1600
Card,433,144,457,622,1092790_20260427011902_1.png,2560,1600
Card,924,154,409,602,1092790_20260427011902_1.png,2560,1600
Card,1838,806,469,673,1092790_20260427011902_1.png,2560,1600
Card,1364,806,459,668,1092790_20260427011902_1.png,2560,1600
Card,882,801,457,678,1092790_20260427011902_1.png,2560,1600
Card,387,806,477,673,1092790_20260427011902_1.png,2560,1600
Attack,1391,1248,113,216,1092790_20260427012506_1.png,2560,1600
Health,1687,1253,120,193,1092790_20260427012506_1.png,2560,1600
Health,1617,555,138,153,1092790_20260427012506_1.png,2560,1600
Sigil,1517,1253,166,173,1092790_20260427012506_1.png,2560,1600
Card,1356,179,424,565,1092790_20260427012506_1.png,2560,1600
Card,1364,811,449,668,1092790_20260427012506_1.png,2560,1600
Card,1356,806,472,673,1092790_20260427012817_1.png,2560,1600
Card,1364,171,409,570,1092790_20260427012817_1.png,2560,1600
Card,1820,179,404,567,1092790_20260427012817_1.png,2560,1600
Card,453,171,437,577,1092790_20260427012817_1.png,2560,1600
Card,382,804,477,673,1092790_20260427012817_1.png,2560,1600
Health,1677,1251,146,188,1092790_20260427012817_1.png,2560,1600
Health,2104,550,123,171,1092790_20260427012817_1.png,2560,1600
Health,1657,545,110,171,1092790_20260427012817_1.png,2560,1600
Health,756,550,113,178,1092790_20260427012817_1.png,2560,1600
Health,709,1251,125,198,1092790_20260427012817_1.png,2560,1600
Sigil,1524,1253,153,186,1092790_20260427012817_1.png,2560,1600
Sigil,518,1263,181,181,1092790_20260427012817_1.png,2560,1600
Attack,1381,1248,131,221,1092790_20260427012817_1.png,2560,1600
Attack,1843,553,103,191,1092790_20260427012817_1.png,2560,1600
Attack,1381,550,115,186,1092790_20260427012817_1.png,2560,1600
Attack,463,553,131,193,1092790_20260427012817_1.png,2560,1600
Attack,397,1248,115,231,1092790_20260427012817_1.png,2560,1600
Card,1841,806,464,683,1092790_20260427013034_1.png,2560,1600
Card,1798,174,427,575,1092790_20260427013034_1.png,2560,1600
Card,907,174,432,575,1092790_20260427013034_1.png,2560,1600
Card,1366,806,449,668,1092790_20260427013034_1.png,2560,1600
Card,458,166,422,585,1092790_20260427013034_1.png,2560,1600
Card,382,804,479,680,1092790_20260427013034_1.png,2560,1600
Health,759,553,115,173,1092790_20260427013034_1.png,2560,1600
Health,2117,540,103,178,1092790_20260427013034_1.png,2560,1600
Health,2182,1248,120,206,1092790_20260427013034_1.png,2560,1600
Health,1173,555,128,166,1092790_20260427013034_1.png,2560,1600
Health,1690,1248,128,191,1092790_20260427013034_1.png,2560,1600
Health,668,1253,146,193,1092790_20260427013034_1.png,2560,1600
Sigil,2004,1258,166,186,1092790_20260427013034_1.png,2560,1600
Sigil,1941,573,168,133,1092790_20260427013034_1.png,2560,1600
Attack,465,550,141,196,1092790_20260427013034_1.png,2560,1600
Attack,1828,555,113,181,1092790_20260427013034_1.png,2560,1600
Attack,1873,1253,136,216,1092790_20260427013034_1.png,2560,1600
Attack,1386,1243,120,226,1092790_20260427013034_1.png,2560,1600
Health,2109,550,115,166,1092790_20260427013104_1.png,2560,1600
Health,2174,1253,125,193,1092790_20260427013104_1.png,2560,1600
Health,1692,1251,115,188,1092790_20260427013104_1.png,2560,1600
Health,1657,550,113,168,1092790_20260427013104_1.png,2560,1600
Health,1160,550,136,161,1092790_20260427013104_1.png,2560,1600
Health,749,548,125,178,1092790_20260427013104_1.png,2560,1600
Sigil,1507,1251,183,193,1092790_20260427013104_1.png,2560,1600
Sigil,2001,1258,171,191,1092790_20260427013104_1.png,2560,1600
Sigil,1943,565,171,138,1092790_20260427013104_1.png,2560,1600
Attack,1828,553,118,178,1092790_20260427013104_1.png,2560,1600
Attack,1883,1243,113,221,1092790_20260427013104_1.png,2560,1600
Attack,1391,1248,115,211,1092790_20260427013104_1.png,2560,1600
Attack,1381,543,110,183,1092790_20260427013104_1.png,2560,1600
Attack,478,545,108,201,1092790_20260427013104_1.png,2560,1600
Card,463,169,432,577,1092790_20260427013104_1.png,2560,1600
Card,917,179,409,567,1092790_20260427013104_1.png,2560,1600
Card,1364,171,409,572,1092790_20260427013104_1.png,2560,1600
Card,1810,174,432,572,1092790_20260427013104_1.png,2560,1600
Card,1848,806,464,673,1092790_20260427013104_1.png,2560,1600
Card,1364,811,457,668,1092790_20260427013104_1.png,2560,1600
Sigil,1502,1256,191,178,1092790_20260427014306_1.png,2560,1600
Sigil,533,1263,166,186,1092790_20260427014306_1.png,2560,1600
Attack,415,1248,105,221,1092790_20260427014306_1.png,2560,1600
Attack,904,1243,123,228,1092790_20260427014306_1.png,2560,1600
Attack,1394,1248,115,206,1092790_20260427014306_1.png,2560,1600
Attack,1878,1243,123,216,1092790_20260427014306_1.png,2560,1600
Health,719,1243,115,201,1092790_20260427014306_1.png,2560,1600
Health,1170,1253,125,188,1092790_20260427014306_1.png,2560,1600
Health,2174,1238,120,201,1092790_20260427014306_1.png,2560,1600
Health,1687,1240,115,196,1092790_20260427014306_1.png,2560,1600
Card,402,806,457,678,1092790_20260427014306_1.png,2560,1600
Card,1846,814,467,660,1092790_20260427014306_1.png,2560,1600
Card,1361,806,467,670,1092790_20260427014306_1.png,2560,1600
Card,889,799,434,688,1092790_20260427014306_1.png,2560,1600
Card,919,171,412,575,1092790_20260427014554_1.png,2560,1600
Card,1841,804,474,670,1092790_20260427014554_1.png,2560,1600
Card,1361,804,452,668,1092790_20260427014554_1.png,2560,1600
Health,2139,1253,136,178,1092790_20260427014554_1.png,2560,1600
Health,1695,1253,113,191,1092790_20260427014554_1.png,2560,1600
Health,1203,555,118,168,1092790_20260427014554_1.png,2560,1600
Sigil,1042,560,171,156,1092790_20260427014554_1.png,2560,1600
Sigil,1497,1248,198,203,1092790_20260427014554_1.png,2560,1600
Attack,1878,1248,100,211,1092790_20260427014554_1.png,2560,1600
Attack,1391,1248,113,221,1092790_20260427014554_1.png,2560,1600
Attack,929,555,110,178,1092790_20260427014554_1.png,2560,1600
Card,1354,144,424,612,1092790_20260427015506_1.png,2560,1600
Card,1803,156,429,595,1092790_20260427015506_1.png,2560,1600
Card,1851,806,467,668,1092790_20260427015506_1.png,2560,1600
Card,1364,811,454,653,1092790_20260427015506_1.png,2560,1600
Card,889,806,449,668,1092790_20260427015506_1.png,2560,1600
Card,395,811,459,653,1092790_20260427015506_1.png,2560,1600
Health,2104,550,118,171,1092790_20260427015506_1.png,2560,1600
Health,2139,1248,133,183,1092790_20260427015506_1.png,2560,1600
Health,1647,1251,133,188,1092790_20260427015506_1.png,2560,1600
Health,1160,1258,133,171,1092790_20260427015506_1.png,2560,1600
Health,673,1251,136,181,1092790_20260427015506_1.png,2560,1600
Health,1662,545,125,153,1092790_20260427015506_1.png,2560,1600
Sigil,1487,538,168,168,1092790_20260427015506_1.png,2560,1600
Attack,1838,545,120,196,1092790_20260427015506_1.png,2560,1600
Attack,1381,538,115,206,1092790_20260427015506_1.png,2560,1600
Card,1351,174,442,577,1092790_20260427020434_1.png,2560,1600
Card,397,801,462,680,1092790_20260427020434_1.png,2560,1600
Health,681,1248,131,196,1092790_20260427020434_1.png,2560,1600
Health,1615,558,133,151,1092790_20260427020434_1.png,2560,1600
Attack,1399,1243,100,216,1092790_20260427021940_1.png,2560,1600
Attack,902,1256,105,213,1092790_20260427021940_1.png,2560,1600
Health,1201,1248,125,188,1092790_20260427021940_1.png,2560,1600
Health,1690,1253,113,181,1092790_20260427021940_1.png,2560,1600
Health,1620,548,128,166,1092790_20260427021940_1.png,2560,1600
Health,1173,555,118,158,1092790_20260427021940_1.png,2560,1600
Sigil,1025,1258,166,188,1092790_20260427021940_1.png,2560,1600
Card,1366,796,452,683,1092790_20260427021940_1.png,2560,1600
Card,884,791,452,698,1092790_20260427021940_1.png,2560,1600
Card,912,169,424,582,1092790_20260427021940_1.png,2560,1600
Card,1369,169,414,585,1092790_20260427021940_1.png,2560,1600
Card,1359,164,429,587,1092790_20260427024359_1.png,2560,1600
Health,1657,553,118,161,1092790_20260427024359_1.png,2560,1600
Sigil,1554,555,125,100,1092790_20260427024359_1.png,2560,1600
Sigil,1474,618,118,103,1092790_20260427024359_1.png,2560,1600
Attack,1379,548,110,191,1092790_20260427024359_1.png,2560,1600
label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
Card,889,811,444,660,1092790_20260425235747_1.png,2560,1600
Health,1193,1243,133,203,1092790_20260425235747_1.png,2560,1600
Attack,899,1243,120,226,1092790_20260425235747_1.png,2560,1600
Card,889,816,444,668,1092790_20260425235829_1.png,2560,1600
Health,1196,1251,133,193,1092790_20260425235829_1.png,2560,1600
Attack,904,1248,115,226,1092790_20260425235829_1.png,2560,1600
Card,922,179,409,567,1092790_20260425235944_1.png,2560,1600
Card,897,816,437,663,1092790_20260425235944_1.png,2560,1600
Health,1203,545,131,188,1092790_20260425235944_1.png,2560,1600
Health,1190,1251,136,193,1092790_20260425235944_1.png,2560,1600
Attack,929,560,108,178,1092790_20260425235944_1.png,2560,1600
Attack,907,1253,110,223,1092790_20260425235944_1.png,2560,1600
Card,922,176,407,570,1092790_20260426000018_1.png,2560,1600
Card,894,816,437,660,1092790_20260426000018_1.png,2560,1600
Attack,929,553,110,188,1092790_20260426000018_1.png,2560,1600
Attack,907,1258,118,216,1092790_20260426000018_1.png,2560,1600
Health,1206,555,115,161,1092790_20260426000018_1.png,2560,1600
Health,1196,1253,131,186,1092790_20260426000018_1.png,2560,1600
Card,884,811,452,660,1092790_20260426000110_1.png,2560,1600
Card,1371,809,447,670,1092790_20260426000110_1.png,2560,1600
Attack,904,1243,115,226,1092790_20260426000110_1.png,2560,1600
Attack,1396,1251,110,218,1092790_20260426000110_1.png,2560,1600
Health,1203,1253,123,196,1092790_20260426000110_1.png,2560,1600
Health,1687,1245,125,198,1092790_20260426000110_1.png,2560,1600
Card,473,169,414,582,1092790_20260426000343_1.png,2560,1600
Health,1617,555,131,153,1092790_20260426000343_1.png,2560,1600
Health,1155,1256,141,178,1092790_20260426000343_1.png,2560,1600
Health,719,555,125,168,1092790_20260426000343_1.png,2560,1600
Card,1361,179,412,577,1092790_20260426000343_1.png,2560,1600
Card,899,809,437,675,1092790_20260426000343_1.png,2560,1600
Card,894,809,442,668,1092790_20260426000911_1.png,2560,1600
Card,1371,816,452,658,1092790_20260426000911_1.png,2560,1600
Card,1848,809,477,675,1092790_20260426000911_1.png,2560,1600
Card,1795,169,449,567,1092790_20260426000911_1.png,2560,1600
Card,1351,164,437,582,1092790_20260426000911_1.png,2560,1600
Sigil,1487,533,186,201,1092790_20260426000911_1.png,2560,1600
Sigil,1948,558,171,158,1092790_20260426000911_1.png,2560,1600
Sigil,2009,1268,186,171,1092790_20260426000911_1.png,2560,1600
Sigil,1497,1258,206,186,1092790_20260426000911_1.png,2560,1600
Attack,904,1253,110,226,1092790_20260426000911_1.png,2560,1600
Attack,1386,550,105,191,1092790_20260426000911_1.png,2560,1600
Attack,1846,553,98,178,1092790_20260426000911_1.png,2560,1600
Attack,1386,1251,120,223,1092790_20260426000911_1.png,2560,1600
Attack,1896,1258,123,216,1092790_20260426000911_1.png,2560,1600
Health,1201,1253,125,193,1092790_20260426000911_1.png,2560,1600
Health,1680,1243,131,216,1092790_20260426000911_1.png,2560,1600
Health,2189,1238,136,221,1092790_20260426000911_1.png,2560,1600
Health,1665,540,108,181,1092790_20260426000911_1.png,2560,1600
Health,2114,540,115,183,1092790_20260426000911_1.png,2560,1600
Card,1800,164,444,582,1092790_20260426000949_1.png,2560,1600
Card,390,806,462,668,1092790_20260426000949_1.png,2560,1600
Card,887,811,449,668,1092790_20260426000949_1.png,2560,1600
Card,1366,814,447,663,1092790_20260426000949_1.png,2560,1600
Card,1838,809,477,663,1092790_20260426000949_1.png,2560,1600
Sigil,1499,1253,196,191,1092790_20260426000949_1.png,2560,1600
Sigil,1996,1261,196,186,1092790_20260426000949_1.png,2560,1600
Sigil,1951,555,173,158,1092790_20260426000949_1.png,2560,1600
Attack,904,1243,108,236,1092790_20260426000949_1.png,2560,1600
Attack,402,1243,123,226,1092790_20260426000949_1.png,2560,1600
Attack,1396,1251,108,223,1092790_20260426000949_1.png,2560,1600
Attack,1883,1238,118,228,1092790_20260426000949_1.png,2560,1600
Attack,1843,543,108,198,1092790_20260426000949_1.png,2560,1600
Health,2124,540,113,171,1092790_20260426000949_1.png,2560,1600
Health,711,1253,128,188,1092790_20260426000949_1.png,2560,1600
Health,1201,1253,125,191,1092790_20260426000949_1.png,2560,1600
Health,1690,1251,123,198,1092790_20260426000949_1.png,2560,1600
Health,2187,1243,118,201,1092790_20260426000949_1.png,2560,1600
Health,1160,1253,136,186,1092790_20260426001159_1.png,2560,1600
Health,1650,1256,133,186,1092790_20260426001159_1.png,2560,1600
Sigil,1452,1256,193,173,1092790_20260426001159_1.png,2560,1600
Sigil,972,1263,178,163,1092790_20260426001159_1.png,2560,1600
Card,899,811,437,663,1092790_20260426001159_1.png,2560,1600
Card,1366,806,447,673,1092790_20260426001159_1.png,2560,1600
Sigil,523,1253,188,191,1092790_20260426001246_1.png,2560,1600
Sigil,970,1266,191,153,1092790_20260426001246_1.png,2560,1600
Sigil,1462,1268,188,153,1092790_20260426001246_1.png,2560,1600
Sigil,1492,555,178,146,1092790_20260426001246_1.png,2560,1600
Attack,1878,1248,131,226,1092790_20260426001246_1.png,2560,1600
Attack,1825,550,123,188,1092790_20260426001246_1.png,2560,1600
Attack,1386,550,113,191,1092790_20260426001246_1.png,2560,1600
Attack,412,1243,115,226,1092790_20260426001246_1.png,2560,1600
Health,2099,558,125,161,1092790_20260426001246_1.png,2560,1600
Health,2164,1248,141,206,1092790_20260426001246_1.png,2560,1600
Health,1667,540,100,166,1092790_20260426001246_1.png,2560,1600
Health,1657,1251,125,193,1092790_20260426001246_1.png,2560,1600
Health,1165,1243,128,203,1092790_20260426001246_1.png,2560,1600
Health,711,1248,123,201,1092790_20260426001246_1.png,2560,1600
Card,397,804,459,678,1092790_20260426001246_1.png,2560,1600
Card,889,811,452,673,1092790_20260426001246_1.png,2560,1600
Card,1356,174,414,577,1092790_20260426001246_1.png,2560,1600
Card,1795,174,442,582,1092790_20260426001246_1.png,2560,1600
Card,1366,811,434,668,1092790_20260426001246_1.png,2560,1600
Card,1828,816,487,670,1092790_20260426001246_1.png,2560,1600
Sigil,1497,550,161,161,1092790_20260426001322_1.png,2560,1600
Sigil,970,1268,191,158,1092790_20260426001322_1.png,2560,1600
Sigil,1467,1266,188,158,1092790_20260426001322_1.png,2560,1600
Sigil,513,1263,188,181,1092790_20260426001322_1.png,2560,1600
Attack,1830,550,118,198,1092790_20260426001322_1.png,2560,1600
Attack,475,550,118,191,1092790_20260426001322_1.png,2560,1600
Attack,405,1253,108,223,1092790_20260426001322_1.png,2560,1600
Health,741,553,133,168,1092790_20260426001322_1.png,2560,1600
Health,2094,555,133,166,1092790_20260426001322_1.png,2560,1600
Health,704,1253,123,196,1092790_20260426001322_1.png,2560,1600
Health,1160,1248,133,191,1092790_20260426001322_1.png,2560,1600
Health,1652,1248,123,186,1092790_20260426001322_1.png,2560,1600
Health,1665,545,103,163,1092790_20260426001322_1.png,2560,1600
Attack,1389,543,98,196,1092790_20260426001322_1.png,2560,1600
Card,460,171,424,575,1092790_20260426001322_1.png,2560,1600
Card,1366,166,402,585,1092790_20260426001322_1.png,2560,1600
Card,1808,174,422,572,1092790_20260426001322_1.png,2560,1600
Card,407,811,427,673,1092790_20260426001322_1.png,2560,1600
Card,897,814,437,660,1092790_20260426001322_1.png,2560,1600
Card,1361,809,454,675,1092790_20260426001322_1.png,2560,1600
Card,1851,816,459,673,1092790_20260426001646_1.png,2560,1600
Health,2122,1253,163,196,1092790_20260426001646_1.png,2560,1600
Card,884,811,452,668,1092790_20260426001730_1.png,2560,1600
Card,1848,814,467,675,1092790_20260426001730_1.png,2560,1600
Health,2129,1253,151,193,1092790_20260426001730_1.png,2560,1600
Health,1203,1253,123,198,1092790_20260426001730_1.png,2560,1600
Attack,904,1248,105,228,1092790_20260426001730_1.png,2560,1600
Sigil,1010,1245,191,208,1092790_20260426001730_1.png,2560,1600
Health,1203,1248,128,201,1092790_20260426001817_1.png,2560,1600
Health,2139,1251,143,186,1092790_20260426001817_1.png,2560,1600
Health,739,540,120,161,1092790_20260426001817_1.png,2560,1600
Health,1206,563,118,153,1092790_20260426001817_1.png,2560,1600
Health,709,1253,125,191,1092790_20260426001817_1.png,2560,1600
Card,438,149,457,622,1092790_20260426001817_1.png,2560,1600
Card,919,171,412,585,1092790_20260426001817_1.png,2560,1600
Card,1841,809,474,680,1092790_20260426001817_1.png,2560,1600
Card,390,814,462,675,1092790_20260426001817_1.png,2560,1600
Card,884,809,457,675,1092790_20260426001817_1.png,2560,1600
Sigil,1010,1253,198,196,1092790_20260426001817_1.png,2560,1600
Sigil,566,543,168,166,1092790_20260426001817_1.png,2560,1600
Attack,919,555,131,191,1092790_20260426001817_1.png,2560,1600
Attack,400,1245,133,236,1092790_20260426001817_1.png,2560,1600
Attack,448,535,105,213,1092790_20260426001817_1.png,2560,1600
Attack,897,1248,115,231,1092790_20260426001817_1.png,2560,1600
Card,897,149,442,615,1092790_20260426001842_1.png,2560,1600
Card,1361,174,427,585,1092790_20260426001842_1.png,2560,1600
Card,402,801,449,675,1092790_20260426001842_1.png,2560,1600
Card,884,809,454,673,1092790_20260426001842_1.png,2560,1600
Card,1361,816,447,668,1092790_20260426001842_1.png,2560,1600
Card,1843,806,477,673,1092790_20260426001842_1.png,2560,1600
Sigil,1020,540,176,161,1092790_20260426001842_1.png,2560,1600
Sigil,1010,1256,198,193,1092790_20260426001842_1.png,2560,1600
Attack,1381,553,110,188,1092790_20260426001842_1.png,2560,1600
Attack,1391,1256,125,218,1092790_20260426001842_1.png,2560,1600
Attack,912,540,110,201,1092790_20260426001842_1.png,2560,1600
Attack,402,1251,136,218,1092790_20260426001842_1.png,2560,1600
Attack,904,1248,100,226,1092790_20260426001842_1.png,2560,1600
Health,1652,555,120,166,1092790_20260426001842_1.png,2560,1600
Health,1201,533,120,166,1092790_20260426001842_1.png,2560,1600
